destination,place_type_searched,place_id,place_name,formatted_address,latitude,longitude,rating,user_rating_count,price_level,google_maps_url,types
"Barcelona, Spain",bar,ChIJSXLa41aipBIRSxh0VZJFv4E,El Bosc de Les Fades,"Passatge de la Banca, 7, Ciutat Vella, 08002 Barcelona, Spain",41.3771786,2.1773873999999998,4.4,17410.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=9349267846245652555&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, cocktail_bar, coffee_shop, cafe, food_store, restaurant, food, store, point_of_interest, establishment"
"Barcelona, Spain",bar,ChIJI1v-6f-ipBIRTeac1KdrUcg,Can Paixano,"Carrer de la Reina Cristina, 7, Ciutat Vella, 08003 Barcelona, Spain",41.381813699999995,2.1833746,4.6,9888.0,PRICE_LEVEL_INEXPENSIVE,https://maps.google.com/?cid=14434436649269913165&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"spanish_restaurant, bar, restaurant, food, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJtUAGDhmjpBIRypg66Y-dDwQ,Razzmatazz,"Carrer dels Almogàvers, 122, Sant Martí, 08018 Barcelona, Spain",41.3977323,2.1911107999999997,4.2,23121.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=292625742221187274&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"concert_hall, night_club, live_music_venue, auditorium, event_venue, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJuZCEjQijpBIRnqDzUojnMbU,Shôko,"Pg. Marítim de la Barceloneta, 36, Ciutat Vella, 08005 Barcelona, Spain",41.385520899999996,2.1969779,3.7,10461.0,PRICE_LEVEL_EXPENSIVE,https://maps.google.com/?cid=13056471367417045150&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, restaurant, food, point_of_interest, association_or_organization, establishment"
"Barcelona, Spain",night_club,ChIJO8-idVyipBIRprMh0nqXWP4,Sala Apolo,"Carrer Nou de la Rambla, 113, Sants-Montjuïc, 08004 Barcelona, Spain",41.374402599999996,2.1695739,4.2,12099.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=18327565237351461798&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, concert_hall, live_music_venue, auditorium, event_venue, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJ6WzH1A6jpBIRW04lQGYa9To,Pacha Barcelona,"Carrer de Ramon Trias Fargas, 2, Ciutat Vella, 08005 Barcelona, Spain",41.3857442,2.1970635,3.2,9003.0,PRICE_LEVEL_EXPENSIVE,https://maps.google.com/?cid=4248330849959104091&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"lounge_bar, night_club, bar, restaurant, food, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJwanX1A6jpBIR5CO283jXUNs,Opium Barcelona Restaurant and Club,"Pg. Marítim de la Barceloneta, 34, Ciutat Vella, 08003 Barcelona, Spain",41.3853365,2.1967534,3.5,8593.0,PRICE_LEVEL_EXPENSIVE,https://maps.google.com/?cid=15803368006927918052&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"lounge_bar, night_club, bar, restaurant, food, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJ7YJvDfiYpBIRLJqJrCdRF-M,Downtown Barcelona,"Av. Dr. Marañón, 17, Les Corts, 08028 Barcelona, Spain",41.3810545,2.1146723,3.2,1765.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=16363637001914260012&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJC9a_LZqipBIR5CUdd9JLYOo,Bling Bling Barcelona,"Carrer de Tuset, 8-10, Sarrià-Sant Gervasi, 08006 Barcelona, Spain",41.395544099999995,2.1527130999999997,3.2,3618.0,PRICE_LEVEL_EXPENSIVE,https://maps.google.com/?cid=16888581969952974308&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, association_or_organization, establishment"
"Barcelona, Spain",night_club,ChIJD5OebdOjpBIRmFw4ki72hSE,Twenties Barcelona,"Carrer del Rosselló, 208, Eixample, 08008 Barcelona, Spain",41.3936181,2.1579371,3.3,3208.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=2415607455036234904&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJqfkYs5iipBIRMfH8W9KFtjI,Otto Zutz Club,"Carrer de Lincoln, 15, Sarrià-Sant Gervasi, 08006 Barcelona, Spain",41.400399799999995,2.1500201,3.3,5402.0,PRICE_LEVEL_EXPENSIVE,https://maps.google.com/?cid=3654255286190666033&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJlWLb2ZuipBIRQXSVJFh5ssA,Sutton Club Barcelona,"Carrer de Tuset, 13, Sarrià-Sant Gervasi, 08006 Barcelona, Spain",41.39595,2.151633,3.1,5174.0,PRICE_LEVEL_EXPENSIVE,https://maps.google.com/?cid=13885294020614517825&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJyROOpR6jpBIR4Uh4ZlJNzxE,Wolf Barcelona,"Carrer dels Almogàvers, 88, Sant Martí, 08018 Barcelona, Spain",41.395899,2.1885976,4.5,13551.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=1283329435125696737&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJCzqCsneipBIRPFn44HNceBI,INPUT - High Fidelity Dance Club,"Av. de Francesc Ferrer i Guàrdia, 13, Sants-Montjuïc, 08038 Barcelona, Spain",41.368702899999995,2.1489002,4.1,1272.0,,https://maps.google.com/?cid=1330915342653348156&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJjeBz7leipBIR2hJlrAvHBQY,Jamboree,"Pl. Reial, 17, Ciutat Vella, 08002 Barcelona, Spain",41.379681399999996,2.1752178,4.2,5221.0,,https://maps.google.com/?cid=433971792061993690&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"concert_hall, night_club, bar, live_music_venue, auditorium, event_venue, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJRaNSaZyipBIRT6UJ4Lk_9B4,Luz de Gas,"C/ de Muntaner, 246, Sarrià-Sant Gervasi, 08021 Barcelona, Spain",41.394614999999995,2.149056,4.0,6980.0,PRICE_LEVEL_EXPENSIVE,https://maps.google.com/?cid=2230477783015466319&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, cocktail_bar, bar, concert_hall, live_music_venue, auditorium, event_venue, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJvY7yl1qipBIREFnGUcY28tU,La Terrrazza Barcelona,"Av. de Francesc Ferrer i Guàrdia, s/n, Sants-Montjuïc, 08038 Barcelona, Spain",41.3692036,2.1467476,4.1,1426.0,,https://maps.google.com/?cid=15416444699846007056&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJoVv8BpyipBIRBSCydAiMfBA,Barroko's Barcelona,"Carrer d'Aribau, 242, Sarrià-Sant Gervasi, 08006 Barcelona, Spain",41.395843,2.1496927,3.4,2679.0,PRICE_LEVEL_INEXPENSIVE,https://maps.google.com/?cid=1187978369664425989&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJoa1WP_CipBIRRGHK6waFxI8,The George Payne Irish Pub,"Pl. d'Urquinaona, 5, Eixample, 08010 Barcelona, Spain",41.3895607,2.1729571,4.1,6999.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=10359551307631190340&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"irish_pub, sports_bar, night_club, pub, bar, restaurant, food, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJs2-b0leipBIRrlWt70cpyLw,Marula Cafè | Barcelona,"Carrer dels Escudellers, 49, Ciutat Vella, 08002 Barcelona, Spain",41.3801212,2.1768281,4.3,1939.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=13603168063413114286&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, bar, concert_hall, live_music_venue, auditorium, event_venue, sports_club, point_of_interest, association_or_organization, establishment"
"Barcelona, Spain",night_club,ChIJbZRE0QijpBIRhTBMlgGI3PY,CDLC Barcelona (Carpe Diem),"Pg. Marítim de la Barceloneta, 32, Ciutat Vella, 08003 Barcelona, Spain",41.384974299999996,2.1962683000000003,4.1,4717.0,PRICE_LEVEL_EXPENSIVE,https://maps.google.com/?cid=17788242168604536965&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"restaurant, asian_restaurant, fusion_restaurant, night_club, indian_restaurant, food, point_of_interest, establishment"
"Barcelona, Spain",night_club,ChIJ5xOF6fGipBIREVqhYxW5kKY,Bobby's Free,"Carrer de Pau Claris, 85, Eixample, 08010 Barcelona, Spain",41.389853599999995,2.1706685,4.6,4385.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=12002296508459342353&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"cocktail_bar, night_club, bar, point_of_interest, establishment"
"Barcelona, Spain",lodging,ChIJJVBihbGjpBIRCy9-D3gM6Fk,W Barcelona,"Plaça Rosa Del Vents 1, Final, Pg. de Joan de Borbó, Ciutat Vella, 08039 Barcelona, Spain",41.368437,2.1901534,4.4,18776.0,,https://maps.google.com/?cid=6478441773767995147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"hotel, lodging, point_of_interest, establishment"
"Barcelona, Spain",lodging,ChIJq3-mD5WipBIRQxCr-6SSacI,Generator Barcelona,"Carrer de Còrsega, 373, Gràcia, 08037 Barcelona, Spain",41.399238499999996,2.1625606,4.4,8137.0,,https://maps.google.com/?cid=14008889353207222339&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"hostel, cafe, hotel, lodging, bar, event_venue, point_of_interest, food, establishment"
"Barcelona, Spain",lodging,ChIJge8tgF6YpBIRnnji3iCojlI,Grand Hyatt Barcelona,"Pl. de Pius XII, 4, Les Corts, 08028 Barcelona, Spain",41.386314,2.1232094999999997,4.4,4219.0,,https://maps.google.com/?cid=5948877016934807710&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"resort_hotel, hotel, lodging, point_of_interest, establishment"
"Barcelona, Spain",lodging,ChIJiT4y2JuZpBIR1U_Wgfs7ERY,Moxy Barcelona,"Carrer de Mallorca, 1, 23, Sants-Montjuïc, 08014 Barcelona, Spain",41.379127499999996,2.1428745,4.1,1207.0,,https://maps.google.com/?cid=1590118094839631829&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"hotel, lodging, point_of_interest, establishment"
"Barcelona, Spain",lodging,ChIJG11mEw-jpBIRVUCfp2u8Pv8,Hotel Arts Barcelona,"Carrer de la Marina, 19-21, Ciutat Vella, 08005 Barcelona, Spain",41.387056699999995,2.1964207,4.5,4679.0,,https://maps.google.com/?cid=18392345098787438677&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"hotel, lodging, point_of_interest, establishment"
"Barcelona, Spain",lodging,ChIJ2xqph_OipBIRs3td1AO8cck,St Christopher's Inn Barcelona,"Carrer de Bergara, 3, Eixample, 08002 Barcelona, Spain",41.3860993,2.1676789999999997,4.2,4999.0,,https://maps.google.com/?cid=14515589798625639347&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"hostel, lodging, point_of_interest, establishment"
"Barcelona, Spain",lodging,ChIJ5yWyElqjpBIRb_6EZFj_3NM,Hilton Diagonal Mar Barcelona,"Pg. del Taulat, 262, 264, Sant Martí, 08019 Barcelona, Spain",41.4086954,2.2174479,4.3,4641.0,,https://maps.google.com/?cid=15266357591987781231&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"hotel, banquet_hall, wedding_venue, lodging, business_center, event_venue, service, point_of_interest, establishment"
